Id,Question,Student_Answer
289.866.375-910,50,A
289.866.375-910,51,A
289.866.375-910,52,D
289.866.375-910,53,A
289.866.375-910,54,A
289.866.375-910,55,B
289.866.375-910,56,B
289.866.375-910,57,E
289.866.375-910,58,B
289.866.375-910,59,C
289.866.375-910,60,A
299.727.975-77,1,C
299.727.975-77,2,B
299.727.975-77,3,B
299.727.975-77,4,A
299.727.975-77,5,D
299.727.975-77,6,E
299.727.975-77,7,A
299.727.975-77,8,E
299.727.975-77,9,E
299.727.975-77,10,A
299.727.975-77,11,D
299.727.975-77,12,B
299.727.975-77,13,D
299.727.975-77,14,C
299.727.975-77,15,C
299.727.975-77,16,B
299.727.975-77,17,B
299.727.975-77,18,E
299.727.975-77,19,E
299.727.975-77,20,A
299.727.975-77,21,C
299.727.975-77,22,D
299.727.975-77,23,A
299.727.975-77,24,A
299.727.975-77,25,E
299.727.975-77,26,D
299.727.975-77,27,B
299.727.975-77,28,C
299.727.975-77,29,A
299.727.975-77,30,E
299.727.975-77,31,B
299.727.975-77,32,B
299.727.975-77,33,B
299.727.975-77,34,A
299.727.975-77,35,B
299.727.975-77,36,D
299.727.975-77,37,B
299.727.975-77,38,B
299.727.975-77,39,B
299.727.975-77,40,D
299.727.975-77,41,D
299.727.975-77,42,D
299.727.975-77,43,C
299.727.975-77,44,C
299.727.975-77,45,C
299.727.975-77,46,E
299.727.975-77,47,D
299.727.975-77,48,E
299.727.975-77,49,B
299.727.975-77,50,A
299.727.975-77,51,E
299.727.975-77,52,B
299.727.975-77,53,B
299.727.975-77,54,B
299.727.975-77,55,A
299.727.975-77,56,C
299.727.975-77,57,C
299.727.975-77,58,E
299.727.975-77,59,B
299.727.975-77,60,A
303.876.908-33,1,C
303.876.908-33,2,D
303.876.908-33,3,B
303.876.908-33,4,E
303.876.908-33,5,E
303.876.908-33,6,C
303.876.908-33,7,B
303.876.908-33,8,A
303.876.908-33,9,D
303.876.908-33,10,E
303.876.908-33,11,A
303.876.908-33,12,A
303.876.908-33,13,A
303.876.908-33,14,C
303.876.908-33,15,A
303.876.908-33,16,A
303.876.908-33,17,A
303.876.908-33,18,C
303.876.908-33,19,E
303.876.908-33,20,D
303.876.908-33,21,A
303.876.908-33,22,B
303.876.908-33,23,A
303.876.908-33,24,E
303.876.908-33,25,A
303.876.908-33,26,C
303.876.908-33,27,D
303.876.908-33,28,B
303.876.908-33,29,C
303.876.908-33,30,E
303.876.908-33,31,C
303.876.908-33,32,B
303.876.908-33,33,D
303.876.908-33,34,C
303.876.908-33,35,E
303.876.908-33,36,D
303.876.908-33,37,E
303.876.908-33,38,D
303.876.908-33,39,D
303.876.908-33,40,C
303.876.908-33,41,A
303.876.908-33,42,E
303.876.908-33,43,C
303.876.908-33,44,E
303.876.908-33,45,A
303.876.908-33,46,C
303.876.908-33,47,A
303.876.908-33,48,D
303.876.908-33,49,E
303.876.908-33,50,E
303.876.908-33,51,C
303.876.908-33,52,E
303.876.908-33,53,A
303.876.908-33,54,A
303.876.908-33,55,E
303.876.908-33,56,D
303.876.908-33,57,E
303.876.908-33,58,B
303.876.908-33,59,D
303.876.908-33,60,E
337.272.184-92,1,A
337.272.184-92,2,B
337.272.184-92,3,A
337.272.184-92,4,A
337.272.184-92,5,C
337.272.184-92,6,E
337.272.184-92,7,C
337.272.184-92,8,E
337.272.184-92,9,A
337.272.184-92,10,C
337.272.184-92,11,A
337.272.184-92,12,E
337.272.184-92,13,A
337.272.184-92,14,E
337.272.184-92,15,A
337.272.184-92,16,C
337.272.184-92,17,E
337.272.184-92,18,A
337.272.184-92,19,A
337.272.184-92,20,D
337.272.184-92,21,B
337.272.184-92,22,C
337.272.184-92,23,C
337.272.184-92,24,D
337.272.184-92,25,D
337.272.184-92,26,C
337.272.184-92,27,C
337.272.184-92,28,A
337.272.184-92,29,C
337.272.184-92,30,D
337.272.184-92,31,A
337.272.184-92,32,B
337.272.184-92,33,A
337.272.184-92,34,E
337.272.184-92,35,B
337.272.184-92,36,D
337.272.184-92,37,C
337.272.184-92,38,B
337.272.184-92,39,A
337.272.184-92,40,C
337.272.184-92,41,E
337.272.184-92,42,B
337.272.184-92,43,D
337.272.184-92,44,D
337.272.184-92,45,D
337.272.184-92,46,C
337.272.184-92,47,E
337.272.184-92,48,D
337.272.184-92,49,C
337.272.184-92,50,D
337.272.184-92,51,E
337.272.184-92,52,D
337.272.184-92,53,E
337.272.184-92,54,A
337.272.184-92,55,C
337.272.184-92,56,D
337.272.184-92,57,E
337.272.184-92,58,A
337.272.184-92,59,E
337.272.184-92,60,B
337.872.10410-44,1,D
337.872.10410-44,2,B
337.872.10410-44,3,B
337.872.10410-44,4,C
337.872.10410-44,5,B
337.872.10410-44,6,D
337.872.10410-44,7,B
337.872.10410-44,8,C
337.872.10410-44,9,A
337.872.10410-44,10,B
337.872.10410-44,11,E
337.872.10410-44,12,D
337.872.10410-44,13,B
337.872.10410-44,14,B
337.872.10410-44,15,E
337.872.10410-44,16,B
337.872.10410-44,17,D
337.872.10410-44,18,D
337.872.10410-44,19,C
337.872.10410-44,20,C
337.872.10410-44,21,A
337.872.10410-44,22,C
337.872.10410-44,23,A
337.872.10410-44,24,C
337.872.10410-44,25,D
337.872.10410-44,26,D
337.872.10410-44,27,A
337.872.10410-44,28,E
337.872.10410-44,29,E
337.872.10410-44,30,E
337.872.10410-44,31,C
337.872.10410-44,32,A
337.872.10410-44,33,E
337.872.10410-44,34,E
337.872.10410-44,35,E
337.872.10410-44,36,D
337.872.10410-44,37,D
337.872.10410-44,38,A
337.872.10410-44,39,A
337.872.10410-44,40,A
337.872.10410-44,41,C
337.872.10410-44,42,D
337.872.10410-44,43,D
337.872.10410-44,44,D
337.872.10410-44,45,B
337.872.10410-44,46,C
337.872.10410-44,47,B
337.872.10410-44,48,E
337.872.10410-44,49,C
337.872.10410-44,50,C
337.872.10410-44,51,A
337.872.10410-44,52,A
337.872.10410-44,53,A
337.872.10410-44,54,B
337.872.10410-44,55,D
337.872.10410-44,56,E
337.872.10410-44,57,C
337.872.10410-44,58,B
337.872.10410-44,59,A
337.872.10410-44,60,B
345.357.181-63,1,C
345.357.181-63,2,D
345.357.181-63,3,D
345.357.181-63,4,D
345.357.181-63,5,A
345.357.181-63,6,D
345.357.181-63,7,A
345.357.181-63,8,B
345.357.181-63,9,B
345.357.181-63,10,C
345.357.181-63,11,D
345.357.181-63,12,E
345.357.181-63,13,C
345.357.181-63,14,C
345.357.181-63,15,B
345.357.181-63,16,A
345.357.181-63,17,B
345.357.181-63,18,D
345.357.181-63,19,C
345.357.181-63,20,A
345.357.181-63,21,D
345.357.181-63,22,D
345.357.181-63,23,A
345.357.181-63,24,A
345.357.181-63,25,C
345.357.181-63,26,B
345.357.181-63,27,A
345.357.181-63,28,C
345.357.181-63,29,B
345.357.181-63,30,B
345.357.181-63,31,D
345.357.181-63,32,E
345.357.181-63,33,C
345.357.181-63,34,E
345.357.181-63,35,B
345.357.181-63,36,D
345.357.181-63,37,C
345.357.181-63,38,C
345.357.181-63,39,B
345.357.181-63,40,C
345.357.181-63,41,C
345.357.181-63,42,D
345.357.181-63,43,B
345.357.181-63,44,B
345.357.181-63,45,C
345.357.181-63,46,C
345.357.181-63,47,C
345.357.181-63,48,A
345.357.181-63,49,A
345.357.181-63,50,C
345.357.181-63,51,A
345.357.181-63,52,C
345.357.181-63,53,B
345.357.181-63,54,E
345.357.181-63,55,D
345.357.181-63,56,C
345.357.181-63,57,A
345.357.181-63,58,D
345.357.181-63,59,A
345.357.181-63,60,C
350.472.138-210,1,E
350.472.138-210,2,A
350.472.138-210,3,B
350.472.138-210,4,A
350.472.138-210,5,C
350.472.138-210,6,A
350.472.138-210,7,C
350.472.138-210,8,C
350.472.138-210,9,B
350.472.138-210,10,E
350.472.138-210,11,D
350.472.138-210,12,D
350.472.138-210,13,A
350.472.138-210,14,B
350.472.138-210,15,E
350.472.138-210,16,C
350.472.138-210,17,A
350.472.138-210,18,A
350.472.138-210,19,B
350.472.138-210,20,D
350.472.138-210,21,C
350.472.138-210,22,C
350.472.138-210,23,B
350.472.138-210,24,B
350.472.138-210,25,A
350.472.138-210,26,D
350.472.138-210,27,E
350.472.138-210,28,D
350.472.138-210,29,C
350.472.138-210,30,E
350.472.138-210,31,E
350.472.138-210,32,E
350.472.138-210,33,D
350.472.138-210,34,A
350.472.138-210,35,A
350.472.138-210,36,C
350.472.138-210,37,E
350.472.138-210,38,E
350.472.138-210,39,A
350.472.138-210,40,A
350.472.138-210,41,B
350.472.138-210,42,E
350.472.138-210,43,A
350.472.138-210,44,B
350.472.138-210,45,A
350.472.138-210,46,D
350.472.138-210,47,B
350.472.138-210,48,C
350.472.138-210,49,A
350.472.138-210,50,A
350.472.138-210,51,D
350.472.138-210,52,E
350.472.138-210,53,E
350.472.138-210,54,D
350.472.138-210,55,E
350.472.138-210,56,C
350.472.138-210,57,E
350.472.138-210,58,B
350.472.138-210,59,D
350.472.138-210,60,A
357.811.264-73,1,C
357.811.264-73,2,E
357.811.264-73,3,B
357.811.264-73,4,C
357.811.264-73,5,B
357.811.264-73,6,B
357.811.264-73,7,E
357.811.264-73,8,D
357.811.264-73,9,D
357.811.264-73,10,B
357.811.264-73,11,E
357.811.264-73,12,A
357.811.264-73,13,E
357.811.264-73,14,D
357.811.264-73,15,C
357.811.264-73,16,A
357.811.264-73,17,C
357.811.264-73,18,A
357.811.264-73,19,E
357.811.264-73,20,E
357.811.264-73,21,E
357.811.264-73,22,D
357.811.264-73,23,D
357.811.264-73,24,D
357.811.264-73,25,B
357.811.264-73,26,C
357.811.264-73,27,A
357.811.264-73,28,D
357.811.264-73,29,E
357.811.264-73,30,B
357.811.264-73,31,D
357.811.264-73,32,B
357.811.264-73,33,E
357.811.264-73,34,B
357.811.264-73,35,E
357.811.264-73,36,B
357.811.264-73,37,E
357.811.264-73,38,B
357.811.264-73,39,A
357.811.264-73,40,B
357.811.264-73,41,B
357.811.264-73,42,A
357.811.264-73,43,C
357.811.264-73,44,E
357.811.264-73,45,A
357.811.264-73,46,C
357.811.264-73,47,E
357.811.264-73,48,D
357.811.264-73,49,A
357.811.264-73,50,A
357.811.264-73,51,C
357.811.264-73,52,D
357.811.264-73,53,B
357.811.264-73,54,B
357.811.264-73,55,C
357.811.264-73,56,B
357.811.264-73,57,B
357.811.264-73,58,D
357.811.264-73,59,A
357.811.264-73,60,C
371.629.499-81,1,E
371.629.499-81,2,E
371.629.499-81,3,C
371.629.499-81,4,C
371.629.499-81,5,D
371.629.499-81,6,A
371.629.499-81,7,D
371.629.499-81,8,D
371.629.499-81,9,D
371.629.499-81,10,D
371.629.499-81,11,D
371.629.499-81,12,D
371.629.499-81,13,A
371.629.499-81,14,C
371.629.499-81,15,D
371.629.499-81,16,A
371.629.499-81,17,A
371.629.499-81,18,A
371.629.499-81,19,A
371.629.499-81,20,B
371.629.499-81,21,E
371.629.499-81,22,D
371.629.499-81,23,C
371.629.499-81,24,A
371.629.499-81,25,A
371.629.499-81,26,E
371.629.499-81,27,B
371.629.499-81,28,D
371.629.499-81,29,B
371.629.499-81,30,D
371.629.499-81,31,D
371.629.499-81,32,A
371.629.499-81,33,C
371.629.499-81,34,A
371.629.499-81,35,C
371.629.499-81,36,B
371.629.499-81,37,A
371.629.499-81,38,B
371.629.499-81,39,A
371.629.499-81,40,C
371.629.499-81,41,D
371.629.499-81,42,A
371.629.499-81,43,C
371.629.499-81,44,C
371.629.499-81,45,D
371.629.499-81,46,B
371.629.499-81,47,B
371.629.499-81,48,C
371.629.499-81,49,D
371.629.499-81,50,A
371.629.499-81,51,D
371.629.499-81,52,B
371.629.499-81,53,E
371.629.499-81,54,C
371.629.499-81,55,C
371.629.499-81,56,E
371.629.499-81,57,E
371.629.499-81,58,E
371.629.499-81,59,C
371.629.499-81,60,A
371.934.306-03,1,E
371.934.306-03,2,E
371.934.306-03,3,B
371.934.306-03,4,E
371.934.306-03,5,A
371.934.306-03,6,E
371.934.306-03,7,C
371.934.306-03,8,D
371.934.306-03,9,D
371.934.306-03,10,C
371.934.306-03,11,E
371.934.306-03,12,B
371.934.306-03,13,E
371.934.306-03,14,E
371.934.306-03,15,E
371.934.306-03,16,B
371.934.306-03,17,A
371.934.306-03,18,C
371.934.306-03,19,C
371.934.306-03,20,B
371.934.306-03,21,A
371.934.306-03,22,D
371.934.306-03,23,A
371.934.306-03,24,E
371.934.306-03,25,B
371.934.306-03,26,A
371.934.306-03,27,A
371.934.306-03,28,E
371.934.306-03,29,D
371.934.306-03,30,C
371.934.306-03,31,A
371.934.306-03,32,C
371.934.306-03,33,A
371.934.306-03,34,E
371.934.306-03,35,D
371.934.306-03,36,C
371.934.306-03,37,A
371.934.306-03,38,E
371.934.306-03,39,A
371.934.306-03,40,C
371.934.306-03,41,C
371.934.306-03,42,D
371.934.306-03,43,B
371.934.306-03,44,D
371.934.306-03,45,C
371.934.306-03,46,D
371.934.306-03,47,B
371.934.306-03,48,A
371.934.306-03,49,E
371.934.306-03,50,D
371.934.306-03,51,E
371.934.306-03,52,D
371.934.306-03,53,E
371.934.306-03,54,A
371.934.306-03,55,D
371.934.306-03,56,D
371.934.306-03,57,C
371.934.306-03,58,C
371.934.306-03,59,C
371.934.306-03,60,C
373.232.366-69,1,C
373.232.366-69,2,C
373.232.366-69,3,C
373.232.366-69,4,B
373.232.366-69,5,A
373.232.366-69,6,A
373.232.366-69,7,D
373.232.366-69,8,A
373.232.366-69,9,A
373.232.366-69,10,A
373.232.366-69,11,A
373.232.366-69,12,E
373.232.366-69,13,B
373.232.366-69,14,D
373.232.366-69,15,D
373.232.366-69,16,B
373.232.366-69,17,E
373.232.366-69,18,A
373.232.366-69,19,D
373.232.366-69,20,D
373.232.366-69,21,B
373.232.366-69,22,D
373.232.366-69,23,E
373.232.366-69,24,A
373.232.366-69,25,A
373.232.366-69,26,D
373.232.366-69,27,D
373.232.366-69,28,C
373.232.366-69,29,D
373.232.366-69,30,A
373.232.366-69,31,B
373.232.366-69,32,B
373.232.366-69,33,A
373.232.366-69,34,B
373.232.366-69,35,E
373.232.366-69,36,D
373.232.366-69,37,E
373.232.366-69,38,B
373.232.366-69,39,B
373.232.366-69,40,D
373.232.366-69,41,C
373.232.366-69,42,E
373.232.366-69,43,C
373.232.366-69,44,D
373.232.366-69,45,D
373.232.366-69,46,E
373.232.366-69,47,C
373.232.366-69,48,C
373.232.366-69,49,C
373.232.366-69,50,E
373.232.366-69,51,B
373.232.366-69,52,C
373.232.366-69,53,A
373.232.366-69,54,D
373.232.366-69,55,B
373.232.366-69,56,A
373.232.366-69,57,A
373.232.366-69,58,A
373.232.366-69,59,D
373.232.366-69,60,D
374.281.953-87,1,E
374.281.953-87,2,E
374.281.953-87,3,B
374.281.953-87,4,A
374.281.953-87,5,E
374.281.953-87,6,C
374.281.953-87,7,E
374.281.953-87,8,B
374.281.953-87,9,E
374.281.953-87,10,B
374.281.953-87,11,C
374.281.953-87,12,A
374.281.953-87,13,D
374.281.953-87,14,A
374.281.953-87,15,D
374.281.953-87,16,B
374.281.953-87,17,E
374.281.953-87,18,C
374.281.953-87,19,B
374.281.953-87,20,B
374.281.953-87,21,B
374.281.953-87,22,C
374.281.953-87,23,E
374.281.953-87,24,D
374.281.953-87,25,C
374.281.953-87,26,C
374.281.953-87,27,E
374.281.953-87,28,B
374.281.953-87,29,C
374.281.953-87,30,D
374.281.953-87,31,B
374.281.953-87,32,E
374.281.953-87,33,B
374.281.953-87,34,B
374.281.953-87,35,A
374.281.953-87,36,D
374.281.953-87,37,A
374.281.953-87,38,B
374.281.953-87,39,D
374.281.953-87,40,C
374.281.953-87,41,D
374.281.953-87,42,A
374.281.953-87,43,D
374.281.953-87,44,D
374.281.953-87,45,A
374.281.953-87,46,A
374.281.953-87,47,B
374.281.953-87,48,A
374.281.953-87,49,E
374.281.953-87,50,E
374.281.953-87,51,D
374.281.953-87,52,A
374.281.953-87,53,A
374.281.953-87,54,B
374.281.953-87,55,C
374.281.953-87,56,B
374.281.953-87,57,B
374.281.953-87,58,D
374.281.953-87,59,A
374.281.953-87,60,C
381.873.631-61,1,C
381.873.631-61,2,B
381.873.631-61,3,A
381.873.631-61,4,D
381.873.631-61,5,C
381.873.631-61,6,C
381.873.631-61,7,B
381.873.631-61,8,E
381.873.631-61,9,E
381.873.631-61,10,E
381.873.631-61,11,A
381.873.631-61,12,C
381.873.631-61,13,A
381.873.631-61,14,C
381.873.631-61,15,B
381.873.631-61,16,C
381.873.631-61,17,D
381.873.631-61,18,C
381.873.631-61,19,B
381.873.631-61,20,E
381.873.631-61,21,A
381.873.631-61,22,E
381.873.631-61,23,B
381.873.631-61,24,B
381.873.631-61,25,D
381.873.631-61,26,C
381.873.631-61,27,E
381.873.631-61,28,A
381.873.631-61,29,D
381.873.631-61,30,A
381.873.631-61,31,A
381.873.631-61,32,E
381.873.631-61,33,B
381.873.631-61,34,B
381.873.631-61,35,A
381.873.631-61,36,D
381.873.631-61,37,C
381.873.631-61,38,D
381.873.631-61,39,A
381.873.631-61,40,B
381.873.631-61,41,C
381.873.631-61,42,C
381.873.631-61,43,E
381.873.631-61,44,C
381.873.631-61,45,E
381.873.631-61,46,A
381.873.631-61,47,B
381.873.631-61,48,B
381.873.631-61,49,B
381.873.631-61,50,D
381.873.631-61,51,E
381.873.631-61,52,E
381.873.631-61,53,E
381.873.631-61,54,C
381.873.631-61,55,D
381.873.631-61,56,E
381.873.631-61,57,E
381.873.631-61,58,E
381.873.631-61,59,B
381.873.631-61,60,C
387.109.233-210,1,E
387.109.233-210,2,D
387.109.233-210,3,E
387.109.233-210,4,B
387.109.233-210,5,E
387.109.233-210,6,C
387.109.233-210,7,D
387.109.233-210,8,B
387.109.233-210,9,E
387.109.233-210,10,A
387.109.233-210,11,A
387.109.233-210,12,E
387.109.233-210,13,D
387.109.233-210,14,B
387.109.233-210,15,B
387.109.233-210,16,C
387.109.233-210,17,E
387.109.233-210,18,D
387.109.233-210,19,B
387.109.233-210,20,A
387.109.233-210,21,A
387.109.233-210,22,A
387.109.233-210,23,B
387.109.233-210,24,A
387.109.233-210,25,D
387.109.233-210,26,A
387.109.233-210,27,C
387.109.233-210,28,D
387.109.233-210,29,D
387.109.233-210,30,D
387.109.233-210,31,A
387.109.233-210,32,A
387.109.233-210,33,B
387.109.233-210,34,A
387.109.233-210,35,A
387.109.233-210,36,B
387.109.233-210,37,C
387.109.233-210,38,C
387.109.233-210,39,E
387.109.233-210,40,A
387.109.233-210,41,C
387.109.233-210,42,B
387.109.233-210,43,B
387.109.233-210,44,E
387.109.233-210,45,E
387.109.233-210,46,E
387.109.233-210,47,C
387.109.233-210,48,E
387.109.233-210,49,D
387.109.233-210,50,B
387.109.233-210,51,C
387.109.233-210,52,B
387.109.233-210,53,A
387.109.233-210,54,E
387.109.233-210,55,D
387.109.233-210,56,A
387.109.233-210,57,B
387.109.233-210,58,A
387.109.233-210,59,D
387.109.233-210,60,C
416.285.625-67,1,D
416.285.625-67,2,D
416.285.625-67,3,C
416.285.625-67,4,E
416.285.625-67,5,D
416.285.625-67,6,B
416.285.625-67,7,C
416.285.625-67,8,E
416.285.625-67,9,C
416.285.625-67,10,D
416.285.625-67,11,A
416.285.625-67,12,E
416.285.625-67,13,C
416.285.625-67,14,E
416.285.625-67,15,A
416.285.625-67,16,B
416.285.625-67,17,D
416.285.625-67,18,A
416.285.625-67,19,B
416.285.625-67,20,E
416.285.625-67,21,D
416.285.625-67,22,B
416.285.625-67,23,B
416.285.625-67,24,E
416.285.625-67,25,C
416.285.625-67,26,A
416.285.625-67,27,A
416.285.625-67,28,A
416.285.625-67,29,B
416.285.625-67,30,C
416.285.625-67,31,B
416.285.625-67,32,B
416.285.625-67,33,D
416.285.625-67,34,B
416.285.625-67,35,D
416.285.625-67,36,A
416.285.625-67,37,B
416.285.625-67,38,C
416.285.625-67,39,B
416.285.625-67,40,D
416.285.625-67,41,A
416.285.625-67,42,D
416.285.625-67,43,C
416.285.625-67,44,A
416.285.625-67,45,A
416.285.625-67,46,A
416.285.625-67,47,B
416.285.625-67,48,E
416.285.625-67,49,E
416.285.625-67,50,B
416.285.625-67,51,B
416.285.625-67,52,D
416.285.625-67,53,B
416.285.625-67,54,E
416.285.625-67,55,E
416.285.625-67,56,B
416.285.625-67,57,C
416.285.625-67,58,B
416.285.625-67,59,E
416.285.625-67,60,C
423.140.430-64,1,E
423.140.430-64,2,E
423.140.430-64,3,C
423.140.430-64,4,C
423.140.430-64,5,E
423.140.430-64,6,B
423.140.430-64,7,B
423.140.430-64,8,E
423.140.430-64,9,D
423.140.430-64,10,B
423.140.430-64,11,D
423.140.430-64,12,E
423.140.430-64,13,B
423.140.430-64,14,C
423.140.430-64,15,B
423.140.430-64,16,B
423.140.430-64,17,D
423.140.430-64,18,E
423.140.430-64,19,A
423.140.430-64,20,B
423.140.430-64,21,E
423.140.430-64,22,C
423.140.430-64,23,D
423.140.430-64,24,B
423.140.430-64,25,D
423.140.430-64,26,D
423.140.430-64,27,A
423.140.430-64,28,C
423.140.430-64,29,D
423.140.430-64,30,D
423.140.430-64,31,C
423.140.430-64,32,E
423.140.430-64,33,B
423.140.430-64,34,C
423.140.430-64,35,E
423.140.430-64,36,B
423.140.430-64,37,E
423.140.430-64,38,D
423.140.430-64,39,D
423.140.430-64,40,A
423.140.430-64,41,C
423.140.430-64,42,E
423.140.430-64,43,C
423.140.430-64,44,A
423.140.430-64,45,C
423.140.430-64,46,C
423.140.430-64,47,B
423.140.430-64,48,C
423.140.430-64,49,C
423.140.430-64,50,E
423.140.430-64,51,C
423.140.430-64,52,C
423.140.430-64,53,C
423.140.430-64,54,C
423.140.430-64,55,B
423.140.430-64,56,B
423.140.430-64,57,A
423.140.430-64,58,A
423.140.430-64,59,D
423.140.430-64,60,C
426.234.993-109,1,D
426.234.993-109,2,B
426.234.993-109,3,B
426.234.993-109,4,C
426.234.993-109,5,A
426.234.993-109,6,D
426.234.993-109,7,E
426.234.993-109,8,D
426.234.993-109,9,B
426.234.993-109,10,B
426.234.993-109,11,A
426.234.993-109,12,A
426.234.993-109,13,A
426.234.993-109,14,B
426.234.993-109,15,E
426.234.993-109,16,A
426.234.993-109,17,D
426.234.993-109,18,B
426.234.993-109,19,D
426.234.993-109,20,E
426.234.993-109,21,C
426.234.993-109,22,D
426.234.993-109,23,C
426.234.993-109,24,E
426.234.993-109,25,C
426.234.993-109,26,B
426.234.993-109,27,A
426.234.993-109,28,E
426.234.993-109,29,D
426.234.993-109,30,B
426.234.993-109,31,A
426.234.993-109,32,B
426.234.993-109,33,C
426.234.993-109,34,E
426.234.993-109,35,A
426.234.993-109,36,D
426.234.993-109,37,E
426.234.993-109,38,D
426.234.993-109,39,B
426.234.993-109,40,A
426.234.993-109,41,C
426.234.993-109,42,C
426.234.993-109,43,D
426.234.993-109,44,D
426.234.993-109,45,E
426.234.993-109,46,A
426.234.993-109,47,C
426.234.993-109,48,D
426.234.993-109,49,A
426.234.993-109,50,B
426.234.993-109,51,B
426.234.993-109,52,A
426.234.993-109,53,A
426.234.993-109,54,D
426.234.993-109,55,A
426.234.993-109,56,D
426.234.993-109,57,A
426.234.993-109,58,C
426.234.993-109,59,B
426.234.993-109,60,B
451.349.9105-310,1,D
451.349.9105-310,2,D
451.349.9105-310,3,C
451.349.9105-310,4,D
451.349.9105-310,5,D
451.349.9105-310,6,B
451.349.9105-310,7,C
451.349.9105-310,8,A
451.349.9105-310,9,C
451.349.9105-310,10,D
451.349.9105-310,11,E
451.349.9105-310,12,A
451.349.9105-310,13,B
451.349.9105-310,14,E
451.349.9105-310,15,C
451.349.9105-310,16,E
451.349.9105-310,17,C
451.349.9105-310,18,A
451.349.9105-310,19,B
451.349.9105-310,20,D
451.349.9105-310,21,A
451.349.9105-310,22,C
451.349.9105-310,23,B
451.349.9105-310,24,E
451.349.9105-310,25,E
451.349.9105-310,26,C
451.349.9105-310,27,A
451.349.9105-310,28,D
451.349.9105-310,29,E
451.349.9105-310,30,A
451.349.9105-310,31,A
451.349.9105-310,32,E
451.349.9105-310,33,E
451.349.9105-310,34,A
451.349.9105-310,35,E
451.349.9105-310,36,D
451.349.9105-310,37,A
451.349.9105-310,38,D
451.349.9105-310,39,A
451.349.9105-310,40,E
451.349.9105-310,41,D
451.349.9105-310,42,C
451.349.9105-310,43,D
451.349.9105-310,44,A
451.349.9105-310,45,B
451.349.9105-310,46,C
451.349.9105-310,47,A
451.349.9105-310,48,A
451.349.9105-310,49,C
451.349.9105-310,50,D
451.349.9105-310,51,E
451.349.9105-310,52,A
451.349.9105-310,53,C
451.349.9105-310,54,E
451.349.9105-310,55,C
451.349.9105-310,56,A
451.349.9105-310,57,C
451.349.9105-310,58,E
451.349.9105-310,59,C
451.349.9105-310,60,C
491.541.870-31,1,D
491.541.870-31,2,B
491.541.870-31,3,B
491.541.870-31,4,A
491.541.870-31,5,C
491.541.870-31,6,A
491.541.870-31,7,E
491.541.870-31,8,C
491.541.870-31,9,C
491.541.870-31,10,E
491.541.870-31,11,B
491.541.870-31,12,B
491.541.870-31,13,D
491.541.870-31,14,D
491.541.870-31,15,A
491.541.870-31,16,E
491.541.870-31,17,B
491.541.870-31,18,D
491.541.870-31,19,C
491.541.870-31,20,B
491.541.870-31,21,A
491.541.870-31,22,D
491.541.870-31,23,A
491.541.870-31,24,C
491.541.870-31,25,A
491.541.870-31,26,E
491.541.870-31,27,A
491.541.870-31,28,A
491.541.870-31,29,C
491.541.870-31,30,C
491.541.870-31,31,E
491.541.870-31,32,A
491.541.870-31,33,D
491.541.870-31,34,A
491.541.870-31,35,D
491.541.870-31,36,E
491.541.870-31,37,B
491.541.870-31,38,A
491.541.870-31,39,B
491.541.870-31,40,D
491.541.870-31,41,A
491.541.870-31,42,A
491.541.870-31,43,C
491.541.870-31,44,B
491.541.870-31,45,E
491.541.870-31,46,E
491.541.870-31,47,A
491.541.870-31,48,D
491.541.870-31,49,D
491.541.870-31,50,E
491.541.870-31,51,B
491.541.870-31,52,E
491.541.870-31,53,B
491.541.870-31,54,B
491.541.870-31,55,A
491.541.870-31,56,D
491.541.870-31,57,E
491.541.870-31,58,B
491.541.870-31,59,A
491.541.870-31,60,A
493.1047.216-26,1,B
493.1047.216-26,2,D
493.1047.216-26,3,A
493.1047.216-26,4,E
493.1047.216-26,5,D
493.1047.216-26,6,B
493.1047.216-26,7,D
493.1047.216-26,8,E
493.1047.216-26,9,C
493.1047.216-26,10,B
493.1047.216-26,11,D
493.1047.216-26,12,D
493.1047.216-26,13,C
493.1047.216-26,14,B
493.1047.216-26,15,C
493.1047.216-26,16,C
493.1047.216-26,17,E
493.1047.216-26,18,E
493.1047.216-26,19,A
493.1047.216-26,20,D
493.1047.216-26,21,C
493.1047.216-26,22,E
493.1047.216-26,23,B
493.1047.216-26,24,D
493.1047.216-26,25,B
493.1047.216-26,26,D
493.1047.216-26,27,D
493.1047.216-26,28,E
493.1047.216-26,29,E
493.1047.216-26,30,C
493.1047.216-26,31,C
493.1047.216-26,32,E
493.1047.216-26,33,A
493.1047.216-26,34,D
493.1047.216-26,35,B
493.1047.216-26,36,B
493.1047.216-26,37,B
493.1047.216-26,38,E
493.1047.216-26,39,C
493.1047.216-26,40,E
493.1047.216-26,41,D
493.1047.216-26,42,B
493.1047.216-26,43,B
493.1047.216-26,44,D
493.1047.216-26,45,B
493.1047.216-26,46,A
493.1047.216-26,47,C
493.1047.216-26,48,A
493.1047.216-26,49,E
493.1047.216-26,50,C
493.1047.216-26,51,D
493.1047.216-26,52,D
493.1047.216-26,53,D
493.1047.216-26,54,B
493.1047.216-26,55,D
493.1047.216-26,56,C
493.1047.216-26,57,D
493.1047.216-26,58,C
493.1047.216-26,59,B
